sneaker_name,brand,sneaker_image,retail_price,url
Jordan 1 High Zoom Air CMFT 2 Black Fire Red Cement,Jordan,https://images.stockx.com/360/Air-Jordan-1-High-Zoom-Air-CMFT-2-Black-Fire-Red-Cement/Images/Air-Jordan-1-High-Zoom-Air-CMFT-2-Black-Fire-Red-Cement/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1676448891&h=384,150.00,https://stockx.com/air-jordan-1-high-zoom-air-cmft-2-black-fire-red-cement
Jordan 1 Retro High Element Gore-Tex Black Olive,Jordan,https://images.stockx.com/360/Air-Jordan-1-Retro-High-Element-Gore-Tex-Black-Olive/Images/Air-Jordan-1-Retro-High-Element-Gore-Tex-Black-Olive/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1706714164&h=384,200.00,https://stockx.com/air-jordan-1-retro-high-element-gore-tex-black-olive
Jordan 1 Retro High Black Satin Gym Red,Jordan,https://images.stockx.com/360/Air-Jordan-1-Retro-High-Black-Gym-Red-Black/Images/Air-Jordan-1-Retro-High-Black-Gym-Red-Black/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1635275427&h=384,170.00,https://stockx.com/air-jordan-1-retro-high-black-gym-red-black
Jordan 1 Retro High MCS Game Royal,Jordan,https://images.stockx.com/360/Air-Jordan-1-Retro-High-MCS-Game-Royal/Images/Air-Jordan-1-Retro-High-MCS-Game-Royal/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1724956808&h=384,150.00,https://stockx.com/air-jordan-1-retro-high-mcs-game-royal
Jordan 1 High Golf Camo,Jordan,https://images.stockx.com/360/Air-Jordan-1-High-Golf-Camo/Images/Air-Jordan-1-High-Golf-Camo/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1718223711&h=384,180.00,https://stockx.com/air-jordan-1-high-golf-camo
Jordan 1 High Zoom Air CMFT Fossil Stone,Jordan,https://images.stockx.com/360/Air-Jordan-1-High-Zoom-Air-CMFT-Fossil-Stone/Images/Air-Jordan-1-High-Zoom-Air-CMFT-Fossil-Stone/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1665757819&h=384,135.00,https://stockx.com/air-jordan-1-high-zoom-air-cmft-fossil-stone
Jordan 1 High Zoom Air CMFT Black Chile Red,Jordan,https://images.stockx.com/360/Air-Jordan-1-High-Zoom-Air-CMFT-Black-Chile-Red/Images/Air-Jordan-1-High-Zoom-Air-CMFT-Black-Chile-Red/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1635259151&h=384,140.00,https://stockx.com/air-jordan-1-high-zoom-air-cmft-black-chile-red
Jordan 1 Retro High Golf Pollen,Jordan,https://images.stockx.com/360/Air-Jordan-1-Retro-High-Golf-Pollen/Images/Air-Jordan-1-Retro-High-Golf-Pollen/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1713972345&h=384,190.00,https://stockx.com/air-jordan-1-retro-high-golf-pollen
Jordan 1 Retro High OG Defiant Couture,Jordan,https://images.stockx.com/360/Air-Jordan-1-Retro-High-OG-Defiant-Couture/Images/Air-Jordan-1-Retro-High-OG-Defiant-Couture/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1634927227&h=384,175.00,https://stockx.com/air-jordan-1-retro-high-og-defiant-couture
Jordan 1 Retro High Neutral Grey Hyper Crimson,Jordan,https://images.stockx.com/360/Air-Jordan-1-Retro-High-Neutral-Grey-Hyper-Crimson/Images/Air-Jordan-1-Retro-High-Neutral-Grey-Hyper-Crimson/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1635341747&h=384,160.00,https://stockx.com/air-jordan-1-retro-high-neutral-grey-hyper-crimson
Jordan 1 Retro High Defiant White Black Gym Red,Jordan,https://images.stockx.com/360/Air-Jordan-1-Retro-High-Defiant-White-Black-Gym-Red/Images/Air-Jordan-1-Retro-High-Defiant-White-Black-Gym-Red/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1635261690&h=384,175.00,https://stockx.com/air-jordan-1-retro-high-defiant-white-black-gym-red
Jordan 1 Retro High Sports Illustrated (A Star Is Born),Jordan,https://images.stockx.com/360/Air-Jordan-1-Retro-High-Sports-Illustrated/Images/Air-Jordan-1-Retro-High-Sports-Illustrated/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1634935205&h=384,160.00,https://stockx.com/air-jordan-1-retro-high-sports-illustrated
Jordan 1 High Zoom Air CMFT 2 Particle Grey,Jordan,https://images.stockx.com/360/Air-Jordan-1-High-Zoom-Air-CMFT-2-Particle-Grey/Images/Air-Jordan-1-High-Zoom-Air-CMFT-2-Particle-Grey/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1701271803&h=384,150.00,https://stockx.com/air-jordan-1-high-zoom-air-cmft-2-particle-grey
Jordan 1 Retro High Not for Resale Varsity Red,Jordan,https://images.stockx.com/360/Air-Jordan-1-Retro-High-No-Ls-Varsity-Red/Images/Air-Jordan-1-Retro-High-No-Ls-Varsity-Red/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1635271833&h=384,160.00,https://stockx.com/air-jordan-1-retro-high-no-ls-varsity-red
Jordan 1 Retro High OG SP Utility Stash,Jordan,https://images.stockx.com/360/Air-Jordan-1-Retro-High-OG-SP-Utility-Stash/Images/Air-Jordan-1-Retro-High-OG-SP-Utility-Stash/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1652195554&h=384,175.00,https://stockx.com/air-jordan-1-retro-high-og-sp-utility-stash
Jordan 1 High Zoom Air CMFT Stadium Green,Jordan,https://images.stockx.com/360/Air-Jordan-1-High-Zoom-CMFT-Stadium-Green/Images/Air-Jordan-1-High-Zoom-CMFT-Stadium-Green/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1635267601&h=384,140.00,https://stockx.com/air-jordan-1-high-zoom-cmft-stadium-green
